,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
30,30,https://images.vivino.com/thumbs/fYLkIPTGQ1eWGfPhLkHEhA_pb_x600.png,"Château Gigognan
Bois des Moines Côtes du Rhône Villages 2017",2017,$24.14,70.0638%;,46.6623%;,55.8395%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château Gigognan'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Côtes-du-Rhône', 'Côtes-du-Rhône-Villages'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Fleshy, what generosity in expressing this jammy fruitiness! A dense wine without heaviness, with hints of garrigue and stone fruits. A beautiful well-shaped mouth, as telling an elegant floral.']]"
31,31,https://images.vivino.com/thumbs/seZaVAtTSuGZsOnfScFj5w_pb_x600.png,"Domaine de Saje
Châteauneuf-du-Pape Rouge 2020",2020,$32.54,85%;,33.3252%;,41.0622%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine de Saje'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
32,32,https://images.vivino.com/thumbs/jVzxd0xtTNm3TJhGWlKo_Q_pb_x600.png,"Château Fortia
Cuvée Du Baron Châteauneuf-du-Pape 2020",2020,$45.14,85%;,37.9372%;,42.9733%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château Fortia'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Intense ruby with purple tints, expressive nose of blackcurrant , jam and cherry sweet licorice. cuttlefish ink notes. The palate is characterized by its density and minerality. Many sweetness tempered by freshness and aromatic black fruit and registryShale . Notes of fresh .The finish is remarkably thin and melted with a high tannic density . Very persistent.']]"
33,33,https://images.vivino.com/thumbs/2p7ig7BtQRSYudXTskWzig_pb_x600.png,"Brotte
Châteauneuf-du-Pape Les Hauts de Barville Rouge 2019",2019,$39.89,84.4089%;,37.4792%;,44.6368%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Brotte'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
34,34,https://images.vivino.com/thumbs/eCLUmss6RgaSR2FSqUlRsw_pb_x600.png,"Berthet-Rayne
Châteauneuf-du-Pape Rouge 2020",2020,$46.19,84.947%;,38.2025%;,43.0806%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Berthet-Rayne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A dark ruby/purple color, full body and rich, concentrated notes of black cherries and cassis. The powerful young fruit acquire rich, toasty flavors which develop into a wine of considerable finesse and elegance.']]"
35,35,https://images.vivino.com/thumbs/Q9QkLh43Sm-qLjGA9VajAg_pb_x600.png,"Bernard Magrez
Châteauneuf-du-Pape Rouge 2021",2021,$34.64,85%;,43.2744%;,44.1429%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Bernard Magrez'], ['Grapes', 'Mourvedre, Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
36,36,https://images.vivino.com/thumbs/HfPt6Nt0Rf-Lkl1uNEj0zw_pb_x600.png,"Cellier des Princes
Le Blason du Prince Châteauneuf-du-Pape 2022",2022,$34.64,84.8209%;,40.5533%;,45.2808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Cellier des Princes'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine presents a deep red colour. The nose is very intensive and complex, blending red and black fruits with spicy notes. It presents a nice structure in mouth with a good balance between alcohol and tannins.']]"
37,37,https://images.vivino.com/thumbs/jZTZIMhCS8igrgB7f8TtXg_pb_x600.png,"Alain Jaume
Domaine Grand Veneur Châteauneuf-du-Pape 'Le Miocène' 2021",2021,$49.34,81.9451%;,42.5114%;,45.0232%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Alain Jaume'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]"
38,38,https://images.vivino.com/thumbs/0KDs9WtwTaKDyqBOszaATQ_pb_x600.png,"Brotte
Châteauneuf-du-Pape Domaine Barville Rouge 2019",2019,$39.89,85%;,38.9886%;,44.3495%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Brotte'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has ruby tinted purple highlights. Of great finesse, revealing aromas of spices, black fruit (cassis, blackberries, cherries) and notes of roasted red pepper Mouth- where elegant Attack the forest fruits predominate.']]"
39,39,https://images.vivino.com/thumbs/b0fKR_dNSletorIbf0hXAg_pb_x600.png,"Piaugier
Gigondas 2019",2019,$45.14,63.5973%;,50.7662%;,55.0954%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Piaugier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]"
40,40,https://images.vivino.com/thumbs/f8sesr_4Tmycub47g-gKIg_pb_x600.png,"Domaine du Vieux Lazaret
Châteauneuf-du-Pape 2021",2021,$49.34,83.9381%;,37.9986%;,45.3013%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Vieux Lazaret'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deep crimson. Ripe dark berries, turning to spices. Smooth and persistent with aromatic fullness.']]"
41,41,https://images.vivino.com/thumbs/_ZFnwyMcQwGMxbrM6oYQug_pb_x600.png,"Château de la Font du Loup
Les Demoiselles de la Font du Loup Chateauneuf du Pape 2022",2022,$49.99,66.9714%;,43.8954%;,55.8032%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de la Font du Loup'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
42,42,https://images.vivino.com/thumbs/n0HwSwkzRJanNfP-RddWOw_pb_x600.png,"Château de Saint Cosme
Gigondas 2021",2021,$49.99,66.5193%;,51.9377%;,54.402%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
43,43,https://images.vivino.com/thumbs/vsNes-dQQHewuc9JzEhYEw_pb_x600.png,"Château de Saint Cosme
Saint Cosme Saint Joseph 2020",2020,$42.99,76.7051%;,50.6861%;,55.5354%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
44,44,https://images.vivino.com/thumbs/d1XTBW51TpCKsTh5qLlDwg_pb_x600.png,"Lavau
Châteauneuf-du-Pape 2019",2019,$49.44,85%;,44.6446%;,46.0302%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Lavau'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Open-knit, full-bodied wine that frames mulberry, plum and black cherry fruit with cedar and vanilla shadings. Fruit-driven, yet crisp on the finish.']]"
45,45,https://images.vivino.com/thumbs/MfikD7WdQaSyJBx41Z0dtA_pb_x600.png,"Domaine du Père Caboche
Vieilles Vignes Elisabeth Chambellan Châteauneuf-du-Pape 2022",2022,$33.33,85%;,38.432%;,45.4159%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine du Père Caboche'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The color is deep ruby red with dark purple highlights. The nose is intense with aromas of black ripe fruit, notes of spices and a hint of cocoa. This is a full-bodied wine with black fruit flavors, soft menthol notes and mild spices. The tannins are fine and well-coated. The finish is long and smooth. This wine combines power and elegance.']]"
46,46,https://images.vivino.com/thumbs/6peP2wMbRSOyo0OeGa_NFw_pb_x600.png,"Château Mont-Redon
Châteauneuf-du-Pape 2019",2019,$47.85,85%;,38.4515%;,43.9535%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château Mont-Redon'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
47,47,https://images.vivino.com/thumbs/L-W3lBFrS4mYmRIAbhDchg_pb_x600.png,"Biscarelle
Châteauneuf-du-Pape 2019",2019,$49.99,85%;,48.4951%;,49.2004%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Biscarelle'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
48,48,https://images.vivino.com/thumbs/OVGbToIeRjac4DkD_PP01w_pb_x600.png,"Comte de Lauze
Châteauneuf-du-Pape Rouge 2017",2017,$39.99,84.3183%;,43.4028%;,47.5717%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Comte de Lauze'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'There is a beautiful ruby color and shining purple shine. The juicy and umami aroma of ripe fruit is refreshing accompanied by spicy scent. It has a flavor, soft mouth feel spreading well in your mouth. Tannin is full bodied but powerful but very smooth. It leaves a soft long and comfortable finish.']]"
49,49,https://images.vivino.com/thumbs/l4paxymTRc6jvkL_rBSVRA_pb_x600.png,"Domaine Chante Cigale
Châteauneuf-du-Pape 2021",2021,$49.99,85%;,39.8999%;,44.6681%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Chante Cigale'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has lots of warm black fruit and plum aromas, with cinnamon, spices, pepper and a hint of vanilla. The palate is concentrated with damsons, red fruit, spice and stony minerality with a very elegant and warm finish. The mouth is initially very silky but gives way to some mouth watering acidity and firm tannins.']]"
50,50,https://images.vivino.com/thumbs/HfPt6Nt0Rf-Lkl1uNEj0zw_pb_x600.png,"Cellier des Princes
Le Blason du Prince Châteauneuf-du-Pape 2021",2021,$37.50,84.8209%;,40.5533%;,45.2808%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Cellier des Princes'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'This wine presents a deep red colour. The nose is very intensive and complex, blending red and black fruits with spicy notes. It presents a nice structure in mouth with a good balance between alcohol and tannins.']]"
51,0,https://images.vivino.com/thumbs/znSKGG5NTJmCtEmbtkYRjg_pb_x600.png,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2010",2010,$329.99,85%;,43.9393%;,44.7253%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Alain Jaume'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It reveals black fruit aromas (blackcurrant, blackberry) mixed with spices and scents of dried herbs and roasted coffee. Great aromatic complexity. Young, spices and ripe fruit appear on a woody-vanilla and tannins in massive quantities. The finish is very long persistence with an incredible sweetness and salinity.']]"
52,1,https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_x600.png,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2006",2006,$299.99,81.8996%;,39.3383%;,44.2708%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos des Papes (Paul Avril)'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'With a rich, deep color, the perfume exhibits pepper, black raspberry jam, grenadine, garrigue, licorice and raspberry liqueur. The opulent, silky textured fruit coats your mouth and palate, ending in a long, peppery, sweet, pure, red cherry liqueur finish.']]"
53,2,https://images.vivino.com/thumbs/3-vIalkNSt6Ha5S8lnihJw_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1998",1998,$269.99,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
54,3,https://images.vivino.com/thumbs/3-vIalkNSt6Ha5S8lnihJw_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1985",1985,$449.99,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
